  id  |      nome      | total | qtdVotos | votos1 | votos2 | votos3 | votos4 | votos5 | votos6 | votos7 | votos8 | votos9 |         createdAt          |         updatedAt          |    votosmedia    | likePos | likeNeg 
 3105 | inexpressivo   |    11 |        3 |      0 |      0 |      1 |      2 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.165-04 | 2017-04-13 12:22:03.184-04 | 3.66666666666667 |       0 |       0
 3289 | indigno        |     2 |        1 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.21-04  | 2017-04-13 12:24:53.004-04 |                2 |       0 |       0
 3255 | ritmado        |    14 |        2 |      0 |      0 |      0 |      0 |      0 |      0 |      2 |      0 |      0 | 2017-04-10 12:57:41.202-04 | 2017-04-17 13:15:07.022-04 |                7 |       0 |       0
 3265 | pateta         |     3 |        1 |      0 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.204-04 | 2017-04-13 13:00:15.534-04 |                3 |       0 |       0
 3110 | grotesco       |     3 |        1 |      0 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.166-04 | 2017-04-14 10:57:24.159-04 |                3 |       0 |       0
 3081 | persistente    |     3 |        1 |      0 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.159-04 | 2017-04-13 14:15:58.294-04 |                3 |       0 |       0
 3156 | saboroso       |     9 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      1 | 2017-04-10 12:57:41.176-04 | 2017-04-13 14:28:55.608-04 |                9 |       0 |       0
 3005 | árduo          |     6 |        2 |      0 |      1 |      0 |      1 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.143-04 | 2017-04-13 14:28:59.884-04 |                3 |       0 |       0
 3086 | ofendido       |     3 |        1 |      0 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.161-04 | 2017-04-14 10:53:42.077-04 |                3 |       0 |       0
 3205 | esplendoroso   |    16 |        2 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 |      1 | 2017-04-10 12:57:41.187-04 | 2017-04-14 10:56:50.242-04 |                8 |       0 |       0
 3024 | insuficiente   |     7 |        2 |      0 |      0 |      1 |      1 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.146-04 | 2017-04-14 10:57:41.686-04 |              3.5 |       0 |       0
 3115 | estético       |    19 |        3 |      0 |      0 |      0 |      0 |      1 |      1 |      0 |      1 |      0 | 2017-04-10 12:57:41.167-04 | 2017-04-17 13:13:17.419-04 | 6.33333333333333 |       0 |       0
 3231 | bestial        |     3 |        1 |      0 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.193-04 | 2017-04-13 12:11:12.5-04   |                3 |       0 |       0
 3343 | altivo         |     7 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 |      0 | 2017-04-10 12:57:41.224-04 | 2017-04-12 16:32:48.336-04 |                7 |       0 |       0
 2972 | reconfortante  |    15 |        2 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      1 |      0 | 2017-04-10 12:57:41.14-04  | 2017-04-12 16:32:02.9-04   |              7.5 |       0 |       0
 3323 | desastroso     |     6 |        2 |      0 |      0 |      2 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.219-04 | 2017-04-14 10:51:26.644-04 |                3 |       0 |       0
 3172 | obrigatório    |     3 |        1 |      0 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.18-04  | 2017-04-14 02:13:47.637-04 |                3 |       0 |       0
 3117 | espontâneo     |     7 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 |      0 | 2017-04-10 12:57:41.168-04 | 2017-04-13 12:22:56.283-04 |                7 |       0 |       0
 3294 | imprevisível   |     3 |        1 |      0 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.212-04 | 2017-04-13 11:26:54.809-04 |                3 |       0 |       0
 3142 | afirmativo     |     9 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      1 | 2017-04-10 12:57:41.174-04 | 2017-04-13 11:31:03.136-04 |                9 |       0 |       0
 3087 | obediente      |     8 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 | 2017-04-10 12:57:41.161-04 | 2017-04-14 02:14:31.979-04 |                8 |       0 |       0
 2997 | desnecessário  |     7 |        2 |      0 |      1 |      0 |      0 |      1 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.143-04 | 2017-04-17 13:07:41.408-04 |              3.5 |       0 |       0
 3097 | judicial       |     8 |        3 |      1 |      0 |      1 |      1 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.163-04 | 2017-04-13 14:26:32.189-04 | 2.66666666666667 |       0 |       0
 2982 | medíocre       |     4 |        2 |      0 |      2 |      0 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.141-04 | 2017-04-13 12:22:06.592-04 |                2 |       0 |       0
 3007 | viciado        |     3 |        2 |      1 |      1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.144-04 | 2017-04-14 10:50:45.579-04 |              1.5 |       0 |       0
 3309 | escaldante     |    10 |        3 |      0 |      1 |      0 |      2 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.215-04 | 2017-04-15 08:04:10.188-04 | 3.33333333333333 |       0 |       0
 3025 | ingênuo        |     7 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 |      0 | 2017-04-10 12:57:41.146-04 | 2017-04-13 12:15:13.71-04  |                7 |       0 |       0
 3063 | tortuoso       |     3 |        1 |      0 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.155-04 | 2017-04-13 12:20:39.43-04  |                3 |       0 |       0
 3127 | decepcionado   |     2 |        2 |      2 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.17-04  | 2017-04-13 12:21:25.76-04  |                1 |       0 |       0
 3236 | acertado       |     9 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      1 | 2017-04-10 12:57:41.197-04 | 2017-04-13 12:23:45.587-04 |                9 |       0 |       0
 3112 | fosco          |     7 |        2 |      0 |      0 |      1 |      1 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.167-04 | 2017-04-14 10:54:59.76-04  |              3.5 |       0 |       0
 3338 | atroz          |     6 |        2 |      1 |      0 |      0 |      0 |      1 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.223-04 | 2017-04-13 15:20:41.248-04 |                3 |       0 |       0
 3082 | perceptível    |    13 |        2 |      0 |      0 |      0 |      0 |      0 |      1 |      1 |      0 |      0 | 2017-04-10 12:57:41.159-04 | 2017-04-14 02:17:27.891-04 |              6.5 |       0 |       0
 3333 | celeste        |     9 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      1 | 2017-04-10 12:57:41.222-04 | 2017-04-14 10:53:49.95-04  |                9 |       0 |       0
 3077 | raso           |     3 |        1 |      0 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.158-04 | 2017-04-15 08:15:56.321-04 |                3 |       0 |       0
 3216 | desempregado   |     2 |        1 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.19-04  | 2017-04-17 13:13:28.455-04 |                2 |       0 |       0
 3098 | irônico        |     2 |        1 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.164-04 | 2017-04-13 14:15:06.069-04 |                2 |       0 |       0
 3271 | neoclássico    |     8 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 | 2017-04-10 12:57:41.206-04 | 2017-04-17 13:05:51.435-04 |                8 |       0 |       0
 3290 | indecente      |     3 |        1 |      0 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.211-04 | 2017-04-12 16:36:54.907-04 |                3 |       0 |       0
 3128 | cristalino     |     7 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 |      0 | 2017-04-10 12:57:41.17-04  | 2017-04-13 11:23:05.527-04 |                7 |       0 |       0
 3262 | petulante      |     2 |        1 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.203-04 | 2017-04-13 11:27:13.308-04 |                2 |       0 |       0
 3310 | engenhoso      |     8 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 | 2017-04-10 12:57:41.216-04 | 2017-04-13 11:27:45.689-04 |                8 |       0 |       0
 3222 | contorcido     |     3 |        1 |      0 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.191-04 | 2017-04-13 12:10:45.35-04  |                3 |       0 |       0
